	NeuralTube_Somites_n	NeuralTube_Somites_p	NeuralTube_Somites_s
5299	Gm24863	1.0	0.24807684
5322	Slc25a24	1.0	0.24521276
5324	Ccdc62	1.0	0.24502182
5345	2900060B14Rik	1.0	0.23958008
5344	Gm12166	1.0	0.23967554
5343	Rsph3a	1.0	0.23996195
5342	Gm37397	1.0	0.24063024
5341	Gm10722	1.0	0.24063024
5340	Gm11839	1.0	0.24129853
5339	Leng9	1.0	0.24139398
5338	Gm49284	1.0	0.24139398
5337	D030028A08Rik	1.0	0.24148946
5336	Dlgap3	1.0	0.24148946
5335	Mto1	1.0	0.2415372
5334	Ubash3b	1.0	0.24344657
5333	Nek7	1.0	0.24368525
5332	Tmed5	1.0	0.24378072
5331	Gm3512	1.0	0.24397166
5330	Cox20	1.0	0.24421033
5329	Bbs10	1.0	0.24425806
5328	Dbx1	1.0	0.2443058
5327	Kcnq3	1.0	0.24454448
5326	Shisa6	1.0	0.24492635
5325	Dnah1	1.0	0.24502182
5323	Gm43625	1.0	0.24511729
5298	6330408M09Rik	1.0	0.24826777
5297	Stab1	1.0	0.24855419
5296	Gm43852	1.0	0.24903153
5269	AC124502.4	1.0	0.25027263
5268	Gm15512	1.0	0.25046358
5267	Arpp21	1.0	0.25046358
5266	Cabin1	1.0	0.2505113
5265	Arhgap39	1.0	0.25103638
5264	Tcte1	1.0	0.25208655
5263	Sult2b1	1.0	0.25208655
5262	Kif28	1.0	0.25208655
5261	Mir544	1.0	0.25208655
5260	Gm13061	1.0	0.25208655
5259	Slc35d2	1.0	0.25208655
5258	Fn3k	1.0	0.25208655
5257	St8sia3os	1.0	0.252182
5256	Brinp3	1.0	0.252182
5255	Csmd3	1.0	0.252182
5254	Ltb4r1	1.0	0.252182
5253	Gm42577	1.0	0.252182
5252	Gm45709	1.0	0.252182
5251	Ccdc17	1.0	0.2522775
5250	Gm47061	1.0	0.2522775
5249	4930480K23Rik	1.0	0.2522775
5270	Fam89a	1.0	0.25017715
5271	Ccdc148	1.0	0.25017715
5272	Gm7045	1.0	0.2500817
5273	Zfyve28	1.0	0.2500817
5295	Kcnf1	1.0	0.249127
5294	Dynlt1c	1.0	0.249127
5293	Ppcdc	1.0	0.2494134
5292	S100a13	1.0	0.2494134
5291	Grcc10	1.0	0.24950887
5290	Mlxipl	1.0	0.24960434
5289	9330161L09Rik	1.0	0.24960434
5288	Nap1l5	1.0	0.24960434
5287	Masp1	1.0	0.24960434
5286	Gm37022	1.0	0.24969982
5247	Ppargc1a	1.0	0.2522775
5285	Gm20644	1.0	0.24969982
5283	Dnal1	1.0	0.24969982
5282	Pear1	1.0	0.24979529
5281	Zfp943	1.0	0.24979529
5280	Dpp10	1.0	0.24989074
5279	Ttc21a	1.0	0.24989074
5278	Phex	1.0	0.24989074
5277	Chml	1.0	0.24989074
5276	Rbm12b1	1.0	0.24989074
5275	Ing4	1.0	0.24989074
5274	Gm10840	1.0	0.24998622
5284	Vmn2r1	1.0	0.24969982
5346	Ech1	1.0	0.23929366
5146	Gm47430	1.0	0.27662215
5144	Slc38a7	1.0	0.2767176
5017	Trmt1l	1.0	0.30287617
5016	Ssh3	1.0	0.3031626
5015	Gm42940	1.0	0.3031626
5014	Gm10702	1.0	0.30335352
5013	Pcsk1n	1.0	0.30363995
5012	Gm12089	1.0	0.30383086
5011	Tmem74	1.0	0.30392635
5010	Gm5124	1.0	0.3041173
5009	Gm17203	1.0	0.3041173
5008	Adamts12	1.0	0.3044037
5007	Enpp2	1.0	0.3046901
5006	H2-T23	1.0	0.30478558
5005	Gm4577	1.0	0.30478558
5004	Rgl3	1.0	0.3048333
5003	Gm27030	1.0	0.30488104
5002	Dexi	1.0	0.30488104
5001	Zhx1	1.0	0.30535838
5000	Gm8170	1.0	0.30535838
4999	Plekhn1	1.0	0.30554932
4998	Grid2	1.0	0.30583572
4997	Dlgap1	1.0	0.30583572
5018	Sgk1	1.0	0.3017783
4996	Zfp940	1.0	0.30583572
5019	Cdk3	1.0	0.30173054
5021	Gm37509	1.0	0.30087134
5042	Fkbp7	1.0	0.2954296
5041	Gm6297	1.0	0.29581144
5040	Sumf2	1.0	0.2960024
5039	Fam160a2	1.0	0.29605013
5038	Gm38300	1.0	0.29657522
5037	Moxd1	1.0	0.29686162
5036	Mospd1	1.0	0.2973867
5035	1700088E04Rik	1.0	0.29743445
5034	Ap2m1	1.0	0.2981027
5033	Insyn1	1.0	0.29829365
5032	Srpr	1.0	0.29838914
5031	Ttc30b	1.0	0.2984846
5030	Col7a1	1.0	0.29867554
5029	Zfp54	1.0	0.298771
5028	Setdb1	1.0	0.29905742
5027	Gm12183	1.0	0.29915288
5026	Nck1	1.0	0.29963022
5025	Shox2	1.0	0.29982117
5024	8430422M14Rik	1.0	0.3000121
5023	Gm37120	1.0	0.3002985
5022	Gm10516	1.0	0.3005849
5020	Gm12655	1.0	0.30115774
4995	Fbxl21	1.0	0.3059312
4994	3110039I08Rik	1.0	0.30602667
4993	4930500F10Rik	1.0	0.30612212
4966	Cers1	1.0	0.30860433
4965	Barhl2	1.0	0.30860433
4964	Nwd2	1.0	0.30860433
4963	Lrfn2	1.0	0.30869982
4962	Gm36584	1.0	0.30869982
4961	Gm49743	1.0	0.30869982
4960	A230103L15Rik	1.0	0.30879527
4959	Dnah5	1.0	0.30879527
4958	Gm40841	1.0	0.30889076
4957	Gm37335	1.0	0.30889076
4956	4833445I07Rik	1.0	0.30889076
4955	Cyb561a3	1.0	0.30898622
4954	Zfp64	1.0	0.31013185
4953	Proser3	1.0	0.3102273
4952	Map3k7	1.0	0.31194577
4951	1700030J22Rik	1.0	0.31208897
4950	Ints10	1.0	0.3125663
4949	Pwwp2b	1.0	0.312805
4948	Retreg1	1.0	0.31552586
4947	Mylpf	1.0	0.31590775
4946	Cilp2	1.0	0.3162419
4967	Gm47860	1.0	0.30850887
4968	Gm13821	1.0	0.30850887
4969	Cstad	1.0	0.30850887
4970	Sat2	1.0	0.30846113
4992	Gm42777	1.0	0.3062176
4991	Slc45a1	1.0	0.3062176
4990	6430571L13Rik	1.0	0.3062176
4989	Gm42418	1.0	0.30626535
4988	Dnah10	1.0	0.30631307
4987	Ptprr	1.0	0.30631307
4986	Chrm4	1.0	0.30631307
4985	Ddr2	1.0	0.30631307
4984	A330009N23Rik	1.0	0.30631307
4983	Gm43205	1.0	0.30640855
5043	Dnah8	1.0	0.2951432
4982	Slc46a3	1.0	0.30640855
4980	Rtl8c	1.0	0.3065995
4979	Fhl4	1.0	0.30669495
4978	Slc3a1	1.0	0.30669495
4977	Gm1976	1.0	0.3069336
4976	Gm16425	1.0	0.30698135
4975	Hdgfl3	1.0	0.30803153
4974	Mmp17	1.0	0.3082702
4973	Ndst3	1.0	0.3084134
4972	Fam129a	1.0	0.3084134
4971	Gm44806	1.0	0.3084134
4981	Gm48936	1.0	0.30640855
5145	Dnajb4	1.0	0.2767176
5044	Arpin	1.0	0.2944749
5046	Gm44829	1.0	0.29414076
5118	C2cd4b	1.0	0.27953395
5117	Adck2	1.0	0.27953395
5116	Lag3	1.0	0.2797249
5115	Clpx	1.0	0.2802977
5114	Prkd2	1.0	0.28106147
5113	A730063M14Rik	1.0	0.281682
5112	Slfnl1	1.0	0.28187296
5111	Gm24893	1.0	0.28187296
5110	Gm12860	1.0	0.28187296
5109	Gm28230	1.0	0.28187296
5108	Gm37446	1.0	0.28187296
5107	Gm43398	1.0	0.28187296
5106	Vmn2r113	1.0	0.28187296
5105	Evx2	1.0	0.28187296
5104	Aoc3	1.0	0.28187296
5103	Ncf1	1.0	0.28187296
5102	4930483P17Rik	1.0	0.28187296
5101	A730046J19Rik	1.0	0.28187296
5100	Gm23257	1.0	0.28187296
5099	Gm26751	1.0	0.28187296
5098	Mgat4c	1.0	0.28187296
5119	Eif3s6-ps2	1.0	0.2794385
5097	Gm47135	1.0	0.28187296
5120	Gm40557	1.0	0.2794385
5122	Pdk2	1.0	0.27939075
5143	AI593442	1.0	0.2767176
5142	Sec31b	1.0	0.27690855
5141	Gm9006	1.0	0.27690855
5140	Lrrc10b	1.0	0.277004
5139	Vgf	1.0	0.27719495
5138	Lama4	1.0	0.2787702
5137	Kcnj10	1.0	0.27886567
5136	Cbln4	1.0	0.27886567
5135	Ak7	1.0	0.27896115
5134	Gm44033	1.0	0.2790566
5133	Rtbdn	1.0	0.2790566
5132	Lysmd4	1.0	0.2790566
5131	2900064F13Rik	1.0	0.2790566
5130	Rbm46	1.0	0.27915207
5129	Neurod2	1.0	0.27915207
5128	Gm9974	1.0	0.27915207
5127	Pabpc1l	1.0	0.27915207
5126	Gm37125	1.0	0.27915207
5125	4932443L11Rik	1.0	0.27924755
5124	Ackr1	1.0	0.27924755
5123	G0s2	1.0	0.27929527
5121	Nanos2	1.0	0.2794385
5096	Gm47841	1.0	0.28187296
5095	Gm28055	1.0	0.28187296
5094	Snx31	1.0	0.28187296
5067	Limch1	1.0	0.28535756
5066	Tm6sf1	1.0	0.2856917
5065	5031425E22Rik	1.0	0.28626454
5064	Gm14342	1.0	0.2865032
5063	4933417C20Rik	1.0	0.28655094
5062	Triqk	1.0	0.28731468
5061	Snx27	1.0	0.28798297
5060	Slc18a1	1.0	0.28989238
5059	1700056N10Rik	1.0	0.28989238
5058	Slc9a8	1.0	0.29017878
5057	Tulp3	1.0	0.29056066
5056	Prox2os	1.0	0.2913244
5055	Thap6	1.0	0.29151535
5054	Gm4924	1.0	0.2917063
5053	Zbtb24	1.0	0.291754
5052	Brip1os	1.0	0.2919927
5051	D17H6S53E	1.0	0.2921359
5050	Ino80e	1.0	0.29285192
5049	Gm6483	1.0	0.29332927
5048	Efna5	1.0	0.29337698
5047	Tigd3	1.0	0.29342473
5068	C130012C08Rik	1.0	0.28530985
5069	Clip4	1.0	0.28416422
5070	Polr3gl	1.0	0.2834482
5071	Zfp952	1.0	0.28340045
5093	Lynx1	1.0	0.28187296
5092	Jmjd8	1.0	0.28187296
5091	Nrg3	1.0	0.28187296
5090	Neto1	1.0	0.28187296
5089	Trpv2	1.0	0.28187296
5088	Gm13270	1.0	0.28187296
5087	Ccdc22	1.0	0.28187296
5086	Gm15396	1.0	0.28187296
5085	Gm48758	1.0	0.28187296
5084	Gm16487	1.0	0.28187296
5045	Gpd1	1.0	0.29418847
5083	Fam221b	1.0	0.28187296
5081	Pcdha4	1.0	0.28187296
5080	Apcs	1.0	0.28187296
5079	Gm15753	1.0	0.28187296
5078	Col24a1	1.0	0.28187296
5077	Slc26a8	1.0	0.28187296
5076	Rnf139	1.0	0.28187296
5075	5730522E02Rik	1.0	0.28187296
5074	Trhde	1.0	0.28187296
5073	Kcnn2	1.0	0.2829231
5072	Fpgt	1.0	0.28311405
5082	Olfr1393	1.0	0.28187296
5347	Itga2b	1.0	0.23900726
5348	Ftx	1.0	0.23900726
5349	Emc8	1.0	0.23881632
5624	4930429F24Rik	1.0	0.19595063
5623	Gm32786	1.0	0.19595063
5622	Gm48621	1.0	0.19595063
5621	Atp6v0c-ps2	1.0	0.19595063
5620	Gm26792	1.0	0.19595063
5619	Slc17a7	1.0	0.1960461
5618	Gm49949	1.0	0.1960461
5617	Cbln2	1.0	0.1960461
5616	B130024G19Rik	1.0	0.1960461
5615	Pfkfb2	1.0	0.1960461
5614	Gm37012	1.0	0.1960461
5613	Gm49588	1.0	0.1960461
5612	Gm31562	1.0	0.1960461
5611	Mir3070b	1.0	0.1960461
5610	Gm47738	1.0	0.1960461
5609	Dlx1as	1.0	0.1960461
5608	Rhov	1.0	0.1960461
5607	Gm42744	1.0	0.19614157
5606	Gm47761	1.0	0.19614157
5605	Tgm3	1.0	0.19614157
5604	Gm30373	1.0	0.19614157
5625	Npc1l1	1.0	0.19595063
5603	3010001F23Rik	1.0	0.19614157
5626	Gm45706	1.0	0.19595063
5628	Trim72	1.0	0.19595063
5649	Gm44114	1.0	0.19575968
5648	Cyp2d33-ps	1.0	0.19575968
5647	Gm6119	1.0	0.19575968
5646	Cdkl2	1.0	0.19575968
5645	Cxcl9	1.0	0.19575968
5644	Gm24707	1.0	0.19585516
5643	Cfap44	1.0	0.19585516
5642	AC154200.1	1.0	0.19585516
5641	Pde6a	1.0	0.19585516
5640	Thrb	1.0	0.19585516
5639	Lmod2	1.0	0.19585516
5638	Gm14411	1.0	0.19585516
5637	Gm48780	1.0	0.19585516
5636	Cdk19os	1.0	0.19585516
5635	Gm5093	1.0	0.19585516
5634	Tecta	1.0	0.19585516
5633	Tas2r137	1.0	0.19585516
5632	C1qtnf3	1.0	0.19595063
5631	Gm29156	1.0	0.19595063
5630	D030040B21Rik	1.0	0.19595063
5629	Pkd1l3	1.0	0.19595063
5627	Gm15983	1.0	0.19595063
5602	Adra2b	1.0	0.19614157
5601	1700008H02Rik	1.0	0.19614157
5600	Mir665	1.0	0.19614157
5573	P4ha2	1.0	0.20454286
5572	Tepsin	1.0	0.20478153
5571	Il11ra1	1.0	0.20478153
5570	Pmm2	1.0	0.20525888
5569	A630052C17Rik	1.0	0.20544982
5568	Chmp3	1.0	0.20568849
5567	AI597479	1.0	0.20616584
5566	Stum	1.0	0.2067864
5565	Klf8	1.0	0.20697732
5564	Tmem53	1.0	0.20716827
5563	Tmem263	1.0	0.207216
5562	Prima1	1.0	0.20726374
5561	Asap2	1.0	0.20726374
5560	Gtf3c3	1.0	0.20740694
5559	A330035P11Rik	1.0	0.20793203
5558	Prdm6	1.0	0.20793203
5557	Ttc38	1.0	0.2081707
5556	Fah	1.0	0.20850484
5555	Scarf2	1.0	0.2086003
5554	Tsc22d4	1.0	0.20874351
5553	Vsig10l	1.0	0.20941179
5574	Brd3os	1.0	0.20330176
5575	Dusp16	1.0	0.20177425
5576	Nub1	1.0	0.20077182
5577	Prkcz	1.0	0.19929205
5599	Fcer1g	1.0	0.19614157
5598	Gm49970	1.0	0.19614157
5597	Dkk2	1.0	0.19614157
5596	Nat8f4	1.0	0.19614157
5595	9330154J02Rik	1.0	0.19614157
5594	Gm11748	1.0	0.19614157
5593	Gm9134	1.0	0.19614157
5592	Tpd52-ps	1.0	0.19614157
5591	Mypn	1.0	0.19614157
5590	Gm37885	1.0	0.19614157
5650	Hoxa6	1.0	0.19575968
5589	Ghsr	1.0	0.19614157
5587	Hydin	1.0	0.19614157
5586	Gm15600	1.0	0.19614157
5585	Nr6a1os	1.0	0.19614157
5584	Klhl36	1.0	0.19714399
5583	Gm45592	1.0	0.19747813
5582	Slc25a14	1.0	0.19833736
5581	Gm43062	1.0	0.19833736
5580	Hilpda	1.0	0.1988147
5579	Ndst1	1.0	0.1988147
5578	Pcsk4	1.0	0.19919658
5588	Hist2h3c2	1.0	0.19614157
5552	Gm49486	1.0	0.20974593
5651	Gm42851	1.0	0.19575968
5653	1700120G07Rik	1.0	0.19575968
5725	Slc37a2	1.0	0.18907684
5724	Ttbk2	1.0	0.18926778
5723	Ripk2	1.0	0.18926778
5722	Gm27217	1.0	0.18974513
5721	Tes3-ps	1.0	0.18974513
5720	Atp6v1g2	1.0	0.18993607
5719	Sfn	1.0	0.19003153
5718	Gm48909	1.0	0.190127
5717	Zfp53	1.0	0.19022247
5716	Gm47976	1.0	0.19041342
5715	Abcg4	1.0	0.19041342
5714	4930447C04Rik	1.0	0.19060434
5713	Wnt1	1.0	0.19060434
5712	Gm3756	1.0	0.19060434
5711	Zfp773	1.0	0.19079529
5710	9330160F10Rik	1.0	0.19079529
5709	Pdf	1.0	0.1910817
5708	Rexo1	1.0	0.1910817
5707	Alk	1.0	0.19117716
5706	Kcnj12	1.0	0.19117716
5705	Gm3252	1.0	0.19117716
5726	Cybrd1	1.0	0.18907684
5704	Gm41662	1.0	0.1913681
5727	Nup210l	1.0	0.18907684
5729	D630003M21Rik	1.0	0.18850403
5750	Gm9885	1.0	0.18468526
5749	Gm9762	1.0	0.18487619
5748	Mir10a	1.0	0.18525808
5747	Nab2	1.0	0.18535355
5746	Pkd2	1.0	0.18602182
5745	Zfp300	1.0	0.18602182
5744	Klhl5	1.0	0.18606956
5743	Dnaja4	1.0	0.18630823
5742	Acaa1b	1.0	0.18649918
5741	Gm49700	1.0	0.18659464
5740	Gm26518	1.0	0.18716745
5739	Gm26944	1.0	0.18726292
5738	Shisa2	1.0	0.18764481
5737	Ubxn11	1.0	0.18774027
5736	Evpl	1.0	0.18774027
5735	Gm48643	1.0	0.18793121
5734	Gsdme	1.0	0.18793121
5733	Gm14429	1.0	0.18793121
5732	Gm26578	1.0	0.18802668
5731	4933406P04Rik	1.0	0.18821763
5730	Got1l1	1.0	0.18831308
5728	Itga1	1.0	0.18869497
5703	Tmprss7	1.0	0.1913681
5702	Riiad1	1.0	0.1913681
5701	Mamstr	1.0	0.19146357
5674	Slc35d3	1.0	0.19346842
5673	Hrh3	1.0	0.19346842
5672	Gm45546	1.0	0.1935639
5671	Tnnt1	1.0	0.1935639
5670	Gorasp1	1.0	0.1935639
5669	Gm21986	1.0	0.1935639
5668	Ipcef1	1.0	0.1935639
5667	Arhgef37	1.0	0.1935639
5666	Gm47863	1.0	0.19365937
5665	Gpr84	1.0	0.19365937
5664	Insyn2a	1.0	0.19365937
5663	5330439K02Rik	1.0	0.19365937
5662	Ephx3	1.0	0.19375484
5661	Sssca1	1.0	0.19375484
5660	Gm18799	1.0	0.19385031
5659	Zfp677	1.0	0.19385031
5658	Gucy1a2	1.0	0.19389804
5657	Alx4	1.0	0.19394578
5656	Gm43412	1.0	0.19394578
5655	Zfp740	1.0	0.19499594
5654	Fdxacb1	1.0	0.19566423
5675	Gm49092	1.0	0.19337296
5676	Wdr45	1.0	0.19337296
5677	Gm10337	1.0	0.19337296
5678	Hsf5	1.0	0.19337296
5700	Epha8	1.0	0.19146357
5699	Parp3	1.0	0.19165452
5698	Ercc2	1.0	0.19174998
5697	Epha2	1.0	0.19184545
5696	Cpped1	1.0	0.19184545
5695	Gm22513	1.0	0.19203639
5694	Ltb4r2	1.0	0.1928956
5693	C1s2	1.0	0.1928956
5692	Gbp8	1.0	0.19299108
5691	1110017D15Rik	1.0	0.19299108
5652	Pak6	1.0	0.19575968
5690	Slc23a4	1.0	0.19299108
5688	Cldn5	1.0	0.19308655
5687	Gm22265	1.0	0.19308655
5686	Ganc	1.0	0.19318202
5685	Eng	1.0	0.19318202
5684	Gm48761	1.0	0.19318202
5683	Gm2897	1.0	0.1932775
5682	Nkpd1	1.0	0.1932775
5681	Zfp879	1.0	0.1932775
5680	D830024N08Rik	1.0	0.19337296
5679	Sv2b	1.0	0.19337296
5689	Gm10000	1.0	0.19308655
5551	Gm43913	1.0	0.2099846
5550	Cadps2	1.0	0.21070063
5549	Zic4	1.0	0.21089156
5421	Nsun7	1.0	0.22549836
5420	Hoxa5	1.0	0.22549836
5419	Grik1	1.0	0.22549836
5418	Zfp961	1.0	0.22549836
5417	Gm5884	1.0	0.22549836
5416	Gm14023	1.0	0.22549836
5415	Gm11566	1.0	0.22549836
5414	Ly6g6c	1.0	0.22549836
5413	Gm13542	1.0	0.22549836
5412	Caly	1.0	0.22549836
5411	Ano4	1.0	0.22549836
5410	1700120K04Rik	1.0	0.22549836
5409	Tmem181c-ps	1.0	0.22549836
5408	Cdh18	1.0	0.22549836
5407	Adgrg3	1.0	0.22549836
5406	Sh3gl2	1.0	0.22549836
5405	Gm13050	1.0	0.22549836
5404	Lgi1	1.0	0.22549836
5403	Gm37317	1.0	0.22549836
5402	Pick1	1.0	0.22549836
5401	Fam83f	1.0	0.22549836
5422	Rtl9	1.0	0.22549836
5400	Gm26520	1.0	0.22549836
5423	Gm12462	1.0	0.22549836
5425	Gm38250	1.0	0.22549836
5446	Gm13375	1.0	0.22325483
5445	Ddx23	1.0	0.22373217
5444	Fkbp14	1.0	0.22373217
5443	Lamtor1	1.0	0.22420952
5442	1700124L16Rik	1.0	0.22454366
5441	Wbscr25	1.0	0.22549836
5440	A730013G03Rik	1.0	0.22549836
5439	Slc35f4	1.0	0.22549836
5438	Sctr	1.0	0.22549836
5437	Gm49494	1.0	0.22549836
5436	Gm8328	1.0	0.22549836
5435	Gm36862	1.0	0.22549836
5434	Gm48940	1.0	0.22549836
5433	Slc2a13	1.0	0.22549836
5432	Akain1	1.0	0.22549836
5431	Mmp28	1.0	0.22549836
5430	Hist3h2bb-ps	1.0	0.22549836
5429	Mir431	1.0	0.22549836
5428	AC124502.1	1.0	0.22549836
5427	Cfap70	1.0	0.22549836
5426	Scn7a	1.0	0.22549836
5424	4930542C16Rik	1.0	0.22549836
5399	Gm8941	1.0	0.22549836
5398	Gm5628	1.0	0.22549836
5397	Calr-ps	1.0	0.22549836
5370	Tm6sf2	1.0	0.23347004
5369	Ecsit	1.0	0.23356551
5368	Dalrd3	1.0	0.23375645
5367	Osbpl7	1.0	0.23385192
5366	Nfil3	1.0	0.23428153
5365	Gm10719	1.0	0.23432927
5364	Tgfa	1.0	0.23480661
5363	Lsp1	1.0	0.23509301
5362	Gm10643	1.0	0.23518848
5361	Clmn	1.0	0.2357613
5360	A330023F24Rik	1.0	0.23595224
5359	Eif4a-ps4	1.0	0.23604771
5358	Asb13	1.0	0.23609544
5357	Atp1b2	1.0	0.23642959
5356	Nos1ap	1.0	0.236716
5355	4930466K18Rik	1.0	0.23681146
5354	Zfp672	1.0	0.23705013
5353	Map10	1.0	0.23719335
5352	Ndrg3	1.0	0.23767069
5351	L3hypdh	1.0	0.23786163
5350	Fancc	1.0	0.23795709
5371	Stat1	1.0	0.2327063
5372	Gm1821	1.0	0.23213348
5373	Gas6	1.0	0.232038
5374	Ednrb	1.0	0.23194253
5396	Gm42901	1.0	0.22549836
5395	Bfsp2	1.0	0.22549836
5394	Gm7172	1.0	0.22549836
5393	Gm10575	1.0	0.22549836
5392	Slc11a1	1.0	0.22549836
5391	Afp	1.0	0.22549836
5390	Vwc2l	1.0	0.22549836
5389	Gm13416	1.0	0.22549836
5388	Pabpc5	1.0	0.22549836
5387	Zfp85	1.0	0.22578476
5447	1700016B15Rik	1.0	0.22325483
5386	Txnrd3	1.0	0.22640532
5384	Gpr137b-ps	1.0	0.22745548
5383	Gpbp1l1	1.0	0.22755095
5382	Trmt61b	1.0	0.22783735
5381	Itga10	1.0	0.22841017
5380	Btf3l4	1.0	0.22883978
5379	Slc22a5	1.0	0.2292694
5378	Sox6	1.0	0.23098785
5377	Gm17435	1.0	0.23098785
5376	Ttc17	1.0	0.23113105
5375	Tnfrsf21	1.0	0.2318948
5385	1110051M20Rik	1.0	0.22745548
5448	9330104G04Rik	1.0	0.22325483
5449	Flrt3	1.0	0.22315936
5450	5033421B08Rik	1.0	0.22315936
5522	Tmem216	1.0	0.21781309
5521	Shpk	1.0	0.21781309
5520	Gm13339	1.0	0.21809949
5519	Zfp74	1.0	0.21809949
5518	Msantd1	1.0	0.21819496
5517	Mea1	1.0	0.21848138
5516	Phox2b	1.0	0.21876778
5515	Barhl1	1.0	0.2193406
5514	Ttc41	1.0	0.21938832
5513	Sox18	1.0	0.2194838
5512	Ilvbl	1.0	0.21957926
5511	Yae1d1	1.0	0.21977021
5510	Uros	1.0	0.21981794
5509	Pcsk2os1	1.0	0.22005661
5508	A930004D18Rik	1.0	0.22010435
5507	Ndrg2	1.0	0.22015208
5506	Cdh7	1.0	0.22015208
5505	Gm26718	1.0	0.22024755
5504	Car7	1.0	0.22024755
5503	Gm20646	1.0	0.22024755
5502	A930005G22Rik	1.0	0.22024755
5523	Zbtb7c	1.0	0.21762215
5524	Cyp4f13	1.0	0.21762215
5525	Helz2	1.0	0.21752667
5526	Gfra2	1.0	0.2174312
5548	Ptbp3	1.0	0.21103477
5547	Cdo1	1.0	0.21127345
5546	1700008O03Rik	1.0	0.21146438
5545	Akt2	1.0	0.2121804
5544	Zdhhc3	1.0	0.21241908
5543	Tmem150c	1.0	0.21265775
5542	Gm19605	1.0	0.21303962
5541	Gm44597	1.0	0.21303962
5540	Asah2	1.0	0.21337377
5539	Cyp2j6	1.0	0.21346924
5501	Zfp808	1.0	0.22034302
5538	Zfp715	1.0	0.21356471
5536	N4bp2l1	1.0	0.21399431
5535	Adpgk	1.0	0.21404205
5534	Gm38162	1.0	0.21428072
5533	Map3k6	1.0	0.21528316
5532	Gtf3c4	1.0	0.21533088
5531	Pantr1	1.0	0.21533088
5530	Gm49602	1.0	0.21580823
5529	Gm27028	1.0	0.21595143
5528	Nt5m	1.0	0.21666746
5527	Gm36371	1.0	0.21666746
5537	Kxd1	1.0	0.21370791
6560	Gm47787	1.0	0.11274918
5500	Gm11335	1.0	0.22034302
5498	Dmrt1	1.0	0.22034302
5471	Gm38101	1.0	0.22268201
5470	Car4	1.0	0.22277749
5469	Aifm2	1.0	0.22277749
5468	Gm16796	1.0	0.22277749
5467	Gm8237	1.0	0.22287296
5466	Gm42814	1.0	0.22287296
5465	Htr1a	1.0	0.22287296
5464	4732471J01Rik	1.0	0.22296843
5463	Gm5050	1.0	0.22296843
5462	Prph	1.0	0.22296843
5461	Tex29	1.0	0.22296843
5460	Ky	1.0	0.22296843
5459	Tie1	1.0	0.2230639
5458	Asprv1	1.0	0.2230639
5457	Col6a1	1.0	0.2230639
5456	5330416C01Rik	1.0	0.2230639
5455	Zfp469	1.0	0.2230639
5454	Kcnj2	1.0	0.2230639
5453	Gm16008	1.0	0.22315936
5452	Sycp1-ps1	1.0	0.22315936
5451	Gm38124	1.0	0.22315936
5472	Zfp781	1.0	0.22268201
5473	Acta1	1.0	0.22268201
5474	Gm13830	1.0	0.22268201
5475	Gm9954	1.0	0.22268201
5497	Grm5	1.0	0.2204385
5496	Kif9	1.0	0.2204385
5495	Pdcd4	1.0	0.22053395
5494	Gm9870	1.0	0.22062942
5493	Zfp993	1.0	0.22062942
5492	Gm32699	1.0	0.22062942
5491	Prkn	1.0	0.22082037
5490	Gm8188	1.0	0.22101131
5489	Gm15446	1.0	0.22124998
5488	Dmtf1	1.0	0.22139318
5499	C1ql4	1.0	0.22034302
5487	Nhlrc2	1.0	0.22144091
5485	Gm44560	1.0	0.22239561
5484	Gm25604	1.0	0.22249109
5483	Cpt1a	1.0	0.22249109
5482	Zbtb11	1.0	0.22258654
5481	Khdrbs2	1.0	0.22258654
5480	4933406C10Rik	1.0	0.22258654
5479	Asic3	1.0	0.22268201
5478	Frmpd1	1.0	0.22268201
5477	A730081D07Rik	1.0	0.22268201
5476	Gm48008	1.0	0.22268201
5486	Pigm	1.0	0.22201373
9793	Pth1r	1.0	0.033318765
9794	Ptprt	1.0	0.0319822
9795	Foxj3	1.0	0.031552587
14111	Olfr270	1.0	0.0
14110	4930548G14Rik	1.0	0.0
14109	Toporsl	1.0	0.0
14108	Gm22563	1.0	0.0
14107	Gm8652	1.0	0.0
14106	Gm5873	1.0	0.0
14105	Rdh1	1.0	0.0
14104	Gm41318	1.0	0.0
14103	Gm45924	1.0	0.0
14102	Rbpj-ps1	1.0	0.0
14101	G930009F23Rik	1.0	0.0
14100	Gm35167	1.0	0.0
14099	Gm3362	1.0	0.0
14098	Gm12434	1.0	0.0
14097	Gm26058	1.0	0.0
14096	Gm16731	1.0	0.0
14095	Gm34727	1.0	0.0
14094	Gadl1	1.0	0.0
14093	Il19	1.0	0.0
14092	Tpt1-ps2	1.0	0.0
14091	Gm23093	1.0	0.0
14112	Gm36799	1.0	0.0
14090	Gm12508	1.0	0.0
14113	Dpys	1.0	0.0
14115	4933406G16Rik	1.0	0.0
14136	Abhd15	1.0	0.0
14135	Olfr845	1.0	0.0
14134	Gm12362	1.0	0.0
14133	Gm19757	1.0	0.0
14132	Platr9	1.0	0.0
14131	Olfr844	1.0	0.0
14130	Gm136	1.0	0.0
14129	Olfr837	1.0	0.0
14128	Gm12754	1.0	0.0
14127	Gm23680	1.0	0.0
14126	4933403O08Rik	1.0	0.0
14125	Gm26579	1.0	0.0
